id,证券代码,证券简称,所属行业名称,无形资产,研发支出合计,研发支出总额占营业收入比例,净利润,研发人员数量,政府补助,资产负债率,总资产,流动比率,营业收入,净利润,销售净利率,流动资产周转率,研发人员数量占比,技术人员人数,新增专利数,新增发明专利数,新增新型专利,新增外观专利
9183,600116.SH,三峡水利,公用事业,24489242.75 ,,,294810817.76 ,,36468669.02 ,21.21 ,30.73 ,3.88 ,25.31 ,35.07 ,45.67 ,1.34 ,,237.00 ,,,,
9184,600116.SH,三峡水利,公用事业,31993249.35 ,,,218907576.02 ,,30411846.33 ,73.20 ,25.27 ,2.30 ,17.10 ,461.32 ,42.91 ,1.36 ,,228.00 ,,,,
9185,600116.SH,三峡水利,公用事业,32893031.02 ,,,181467486.23 ,,30117226.36 ,71.48 ,25.71 ,1.99 ,5.42 ,-9.10 ,8.95 ,1.25 ,,218.00 ,,,,
9186,600131.SH,国网信通,公用事业,194342167.61 ,381989227.57 ,4.92 ,526240219.86 ,761.00 ,21285107.44 ,49.96 ,6.13 ,1.48 ,4.82 ,22.19 ,2.20 ,2.00 ,41.95 ,,,,,
9187,600131.SH,国网信通,公用事业,22473937.78 ,,,101703979.59 ,,3177309.55 ,44.95 ,-3.67 ,1.56 ,8.87 ,-42.53 ,0.99 ,2.09 ,,,,,,
9188,600131.SH,国网信通,公用事业,23138034.74 ,,,78239796.79 ,,4210865.41 ,47.77 ,9.61 ,1.49 ,7.13 ,-36.03 ,1.88 ,2.49 ,,,,,,
9189,600131.SH,国网信通,公用事业,22483114.09 ,,,158484867.35 ,,13501599.59 ,94.01 ,22.34 ,1.40 ,30.38 ,-16.59 ,1.54 ,2.32 ,,78.00 ,,,,
9190,600131.SH,国网信通,公用事业,23069826.01 ,,,123773257.28 ,,3416976.00 ,93.06 ,12.80 ,1.22 ,3.21 ,-42.23 ,2.40 ,2.19 ,,76.00 ,,,,
9191,600149.SH,ST坊展,公用事业,15311194.00 ,,,23120892.48 ,,200993.79 ,35.84 ,1.02 ,2.04 ,-8.70 ,20.69 ,4.23 ,1.04 ,,13.00 ,,,,
9192,600149.SH,ST坊展,公用事业,15689411.37 ,,,4226334.33 ,,600000.00 ,32.85 ,-0.74 ,2.19 ,-2.73 ,55.35 ,3.37 ,2.77 ,,,,,,
9193,600149.SH,ST坊展,公用事业,,,,20316894.97 ,,,32.49 ,6.04 ,2.27 ,19.69 ,-14.03 ,2.11 ,3.06 ,,,,,,
9194,600149.SH,ST坊展,公用事业,,,,-25235390.27 ,,,41.75 ,-13.59 ,1.78 ,-1.51 ,-2449.89 ,-36.97 ,4.16 ,,,,,,
9195,600149.SH,ST坊展,公用事业,,,,-64481987.40 ,,,40.81 ,17.44 ,1.93 ,-10.84 ,110.82 ,1.55 ,4.38 ,,,,,,
9196,600157.SH,永泰能源,公用事业,50804234994.34 ,167546211.49 ,0.79 ,278858398.80 ,582.00 ,7958057.46 ,90.90 ,12.92 ,1.19 ,-51.86 ,-466.08 ,-47.78 ,2.26 ,6.73 ,1194.00 ,,,,
9197,600157.SH,永泰能源,公用事业,51079254647.04 ,145346984.86 ,0.65 ,159229677.72 ,291.00 ,4732951.52 ,89.37 ,7.70 ,1.32 ,-33.69 ,7.70 ,4.76 ,1.45 ,3.45 ,1177.00 ,,,,
9198,600157.SH,永泰能源,公用事业,43004988162.42 ,109058024.06 ,0.49 ,867115717.69 ,178.00 ,3697228.97 ,88.82 ,22.86 ,1.44 ,47.30 ,56.17 ,2.93 ,1.55 ,2.14 ,1169.00 ,,,,
9199,600157.SH,永泰能源,公用事业,43449551404.91 ,52977201.14 ,0.39 ,765354677.23 ,51.00 ,120611083.16 ,91.14 ,-6.41 ,1.10 ,-19.97 ,-845.30 ,-26.71 ,1.44 ,0.64 ,1341.00 ,,,,
9200,600157.SH,永泰能源,公用事业,37143168579.00 ,22922911.02 ,0.21 ,984330168.22 ,,8543570.67 ,89.72 ,15.29 ,0.96 ,4335.66 ,108.30 ,2.87 ,1.33 ,,375.00 ,,,,
9201,600163.SH,中闽能源,公用事业,111107959.20 ,,,161218761.93 ,,27008.17 ,65.91 ,54.13 ,1.34 ,82.77 ,143.46 ,4.34 ,0.70 ,,80.00 ,0.00 ,0.00 ,0.00 ,0.00 
9202,600163.SH,中闽能源,公用事业,121070487.80 ,,,144692996.66 ,,9900.00 ,66.92 ,14.44 ,1.32 ,94.46 ,159.45 ,4.60 ,0.47 ,,72.00 ,0.00 ,0.00 ,0.00 ,0.00 
9203,600163.SH,中闽能源,公用事业,130982722.80 ,157921.00 ,0.03 ,171270524.96 ,5.00 ,100000.00 ,63.01 ,2.16 ,1.35 ,7.40 ,9.22 ,3.45 ,0.58 ,10.64 ,44.00 ,0.00 ,0.00 ,0.00 ,0.00 
9204,600163.SH,中闽能源,公用事业,28921382.65 ,210053.50 ,0.05 ,118807897.89 ,5.00 ,,30.91 ,-0.06 ,1.80 ,-10.92 ,388.21 ,3.93 ,0.67 ,2.37 ,36.00 ,0.00 ,0.00 ,0.00 ,0.00 
9205,600163.SH,中闽能源,公用事业,26171898.49 ,1220953.83 ,0.18 ,30437774.20 ,5.00 ,2254347.24 ,32.93 ,42.47 ,1.64 ,-2.04 ,16.42 ,0.72 ,1.11 ,0.63 ,205.00 ,0.00 ,0.00 ,0.00 ,0.00 
9206,600167.SH,联美控股,公用事业,309930726.31 ,23796026.67 ,0.70 ,1644737392.28 ,65.00 ,27407589.88 ,49.76 ,12.18 ,1.25 ,28.49 ,7.15 ,6.59 ,0.55 ,2.04 ,181.00 ,,,,
9207,600167.SH,联美控股,公用事业,287956734.20 ,24384070.19 ,0.80 ,1349047798.63 ,5.00 ,14516174.67 ,61.68 ,23.14 ,1.11 ,35.73 ,7.33 ,4.16 ,0.76 ,0.20 ,109.00 ,,,,
9208,600167.SH,联美控股,公用事业,294647191.67 ,11508312.95 ,0.48 ,944124459.28 ,5.00 ,9504380.54 ,54.30 ,35.17 ,1.28 ,4.22 ,65.77 ,5.25 ,0.74 ,0.20 ,151.00 ,,,,
9209,600167.SH,联美控股,公用事业,301876827.36 ,8833168.30 ,0.43 ,715841802.28 ,12.00 ,10295769.93 ,59.50 ,336.59 ,0.24 ,389.40 ,195.70 ,5.11 ,0.85 ,0.48 ,42.00 ,,,,
9210,600167.SH,联美控股,公用事业,61371973.36 ,,,176614334.14 ,,3340328.86 ,64.50 ,77.69 ,0.22 ,-52.24 ,-15.62 ,8.46 ,0.91 ,,35.00 ,,,,
9211,600168.SH,武汉控股,公用事业,718462705.06 ,0.00 ,0.00 ,250622168.70 ,0.00 ,28822790.40 ,18.45 ,8.86 ,3.42 ,20.04 ,7.87 ,20.04 ,0.41 ,,131.00 ,,,,
9212,600168.SH,武汉控股,公用事业,440080847.31 ,0.00 ,0.00 ,281297368.93 ,0.00 ,29354636.35 ,18.09 ,5.48 ,3.45 ,61.10 ,1.40 ,18.59 ,0.56 ,,123.00 ,,,,
9213,600168.SH,武汉控股,公用事业,452084506.37 ,427842.38 ,0.03 ,323546189.10 ,33.00 ,29299343.59 ,18.46 ,5.77 ,3.31 ,22.61 ,23.62 ,29.54 ,0.47 ,3.06 ,126.00 ,,,,
9214,600168.SH,武汉控股,公用事业,460646799.35 ,290259.17 ,0.02 ,300693856.16 ,34.00 ,29887220.40 ,52.37 ,35.14 ,1.85 ,21.42 ,103.11 ,0.23 ,0.56 ,3.04 ,128.00 ,,,,
9215,600168.SH,武汉控股,公用事业,395072725.64 ,554728.51 ,0.05 ,340788896.98 ,4.00 ,28160000.00 ,77.84 ,-12.02 ,1.16 ,30.77 ,-1795.48 ,-9.09 ,0.70 ,0.39 ,115.00 ,,,,
9216,600187.SH,国中水务,公用事业,922836062.50 ,5804222.63 ,1.08 ,22445323.43 ,18.00 ,11370305.88 ,17.53 ,-6.20 ,1.94 ,-2.81 ,12.05 ,23.82 ,0.21 ,2.26 ,121.00 ,1.00 ,1.00 ,0.00 ,0.00 
9217,600187.SH,国中水务,公用事业,847180083.69 ,7364072.49 ,1.57 ,8916506.80 ,15.00 ,5056311.50 ,19.52 ,-5.70 ,2.32 ,0.50 ,13.64 ,19.70 ,1.09 ,1.71 ,126.00 ,0.00 ,0.00 ,0.00 ,0.00 
9218,600187.SH,国中水务,公用事业,1124427194.86 ,1968734.68 ,0.45 ,14482145.10 ,15.00 ,1425042.94 ,24.99 ,26.94 ,1.76 ,23.82 ,30.75 ,17.42 ,1.31 ,1.40 ,5.00 ,0.00 ,0.00 ,0.00 ,0.00 
9219,600187.SH,国中水务,公用事业,1212990256.52 ,4481100.00 ,1.25 ,14696361.94 ,5.00 ,4370167.35 ,44.24 ,4.45 ,1.17 ,6.45 ,1.02 ,5.76 ,1.62 ,0.51 ,33.00 ,0.00 ,0.00 ,0.00 ,0.00 
9220,600187.SH,国中水务,公用事业,1273656544.50 ,13698568.61 ,2.89 ,-119416606.70 ,33.00 ,24279250.88 ,42.64 ,2.02 ,1.13 ,9.01 ,-19.77 ,6.07 ,1.66 ,3.14 ,53.00 ,0.00 ,0.00 ,0.00 ,0.00 
9221,600236.SH,桂冠电力,公用事业,707286154.42 ,,,2398769773.99 ,,19892759.79 ,63.06 ,24.68 ,0.69 ,16.63 ,-10.83 ,16.84 ,2.43 ,,1121.00 ,39.00 ,9.00 ,30.00 ,0.00 
9222,600236.SH,桂冠电力,公用事业,725305403.47 ,,,2711245461.19 ,,17237568.43 ,61.05 ,16.86 ,0.63 ,15.38 ,26.02 ,18.12 ,0.98 ,,825.00 ,10.00 ,5.00 ,5.00 ,0.00 
9223,600236.SH,桂冠电力,公用事业,434643673.85 ,32689200.00 ,0.37 ,2805156859.26 ,1607.00 ,3879604.47 ,56.79 ,6.33 ,0.71 ,13.87 ,25.39 ,16.59 ,0.90 ,41.82 ,1069.00 ,0.00 ,0.00 ,0.00 ,0.00 
9224,600236.SH,桂冠电力,公用事业,445136796.23 ,29063100.00 ,0.34 ,2906077740.39 ,2458.00 ,17002612.39 ,32.36 ,4.81 ,2.02 ,-12.74 ,-10.98 ,6.60 ,1.71 ,88.20 ,1031.00 ,0.00 ,0.00 ,0.00 ,0.00 
9225,600236.SH,桂冠电力,公用事业,455010685.15 ,,,4006370458.80 ,,3320105.34 ,32.36 ,11.62 ,2.17 ,-0.09 ,20.67 ,6.47 ,2.29 ,,1195.00 ,0.00 ,0.00 ,0.00 ,0.00 
9226,600283.SH,钱江水利,公用事业,471809278.31 ,3713509.83 ,0.32 ,82677413.08 ,80.00 ,49306340.56 ,11.78 ,-0.49 ,7.16 ,-15.76 ,-0.24 ,9.09 ,1.07 ,4.77 ,166.00 ,,,,
9227,600283.SH,钱江水利,公用事业,476144697.76 ,,,90789787.96 ,,39082195.08 ,12.20 ,0.97 ,6.80 ,10.90 ,2.66 ,6.11 ,1.02 ,,145.00 ,,,,
9228,600283.SH,钱江水利,公用事业,482114528.59 ,,,288344661.86 ,,26400521.51 ,14.57 ,3.11 ,5.61 ,9.12 ,9.15 ,6.60 ,0.97 ,,247.00 ,,,,
9229,600283.SH,钱江水利,公用事业,384183566.48 ,,,112679256.16 ,,17628985.67 ,79.91 ,29.11 ,1.98 ,26.53 ,0.97 ,8.63 ,1.01 ,,288.00 ,,,,
9230,600283.SH,钱江水利,公用事业,401322164.64 ,,,-37317994.50 ,,16644520.66 ,82.70 ,43.95 ,1.72 ,13.27 ,28.89 ,10.81 ,1.29 ,,289.00 ,,,,
9231,600310.SH,桂东电力,公用事业,395676044.35 ,,,190812028.97 ,,10215539.11 ,87.30 ,-3.58 ,0.17 ,-1.41 ,89.00 ,-0.66 ,4.90 ,,205.00 ,,,,
9232,600310.SH,桂东电力,公用事业,310446306.91 ,,,101377487.89 ,,1675551.96 ,87.55 ,-1.10 ,0.18 ,3.34 ,9.20 ,-12.45 ,0.75 ,,184.00 ,,,,
9233,600310.SH,桂东电力,公用事业,303720501.50 ,,,100103572.37 ,,2246063.68 ,83.29 ,-0.39 ,0.20 ,5.17 ,-1071.04 ,-14.17 ,0.79 ,,178.00 ,,,,
9234,600310.SH,桂东电力,公用事业,260084423.03 ,,,237774312.81 ,,806938.96 ,54.41 ,-6.46 ,0.66 ,12.04 ,-42.43 ,-39.89 ,0.94 ,,174.00 ,,,,
9235,600310.SH,桂东电力,公用事业,320659467.11 ,9886472.75 ,0.28 ,399254657.00 ,0.00 ,3469717.82 ,44.63 ,-3.76 ,0.97 ,-38.18 ,-1594.27 ,-31.38 ,0.93 ,,238.00 ,,,,
9236,600333.SH,长春燃气,公用事业,280851551.23 ,2852213.22 ,0.16 ,9844727.52 ,25.00 ,52961540.70 ,55.89 ,2.65 ,0.56 ,17.23 ,65.79 ,2.49 ,2.04 ,0.95 ,476.00 ,0.00 ,0.00 ,0.00 ,0.00 
9237,600333.SH,长春燃气,公用事业,270472209.64 ,3552012.79 ,0.23 ,-71646618.08 ,35.00 ,13178877.80 ,55.76 ,1.96 ,0.60 ,16.40 ,-63.69 ,1.14 ,1.08 ,1.27 ,482.00 ,0.00 ,0.00 ,0.00 ,0.00 
9238,600333.SH,长春燃气,公用事业,275265102.37 ,,,56116897.67 ,,25011511.70 ,55.25 ,-0.19 ,0.83 ,10.63 ,349.76 ,3.67 ,1.19 ,,481.00 ,0.00 ,0.00 ,0.00 ,0.00 
9239,600333.SH,长春燃气,公用事业,284003267.35 ,9198690.15 ,0.71 ,59229418.11 ,66.00 ,13259251.05 ,44.85 ,37.57 ,0.99 ,48.33 ,199.62 ,4.90 ,1.34 ,2.32 ,475.00 ,0.00 ,0.00 ,0.00 ,0.00 
9240,600333.SH,长春燃气,公用事业,272959369.19 ,16792169.74 ,1.11 ,-333308028.64 ,88.00 ,6801304.74 ,57.61 ,-1.45 ,0.91 ,-8.63 ,1.28 ,2.43 ,1.36 ,3.02 ,477.00 ,0.00 ,0.00 ,0.00 ,0.00 
9241,600396.SH,金山股份,公用事业,260048088.00 ,,,-148681345.46 ,,12706224.97 ,5.28 ,1.69 ,33.21 ,-80.25 ,3.62 ,-63.36 ,3.50 ,,205.00 ,0.00 ,0.00 ,0.00 ,0.00 
9242,600396.SH,金山股份,公用事业,267981401.77 ,,,-888968279.20 ,,12425214.50 ,5.90 ,1.48 ,22.48 ,-34.85 ,-10.82 ,10.64 ,1.82 ,,215.00 ,0.00 ,0.00 ,0.00 ,0.00 
9243,600396.SH,金山股份,公用事业,279479170.25 ,,,-979010978.71 ,,13018248.10 ,6.02 ,2.19 ,19.08 ,-3.99 ,186.77 ,7.77 ,1.48 ,,223.00 ,0.00 ,0.00 ,0.00 ,0.00 
9244,600396.SH,金山股份,公用事业,288922677.39 ,,,100820974.71 ,,9284183.62 ,45.73 ,12.90 ,1.88 ,10.83 ,5.94 ,4.21 ,1.53 ,,226.00 ,0.00 ,0.00 ,0.00 ,0.00 
9245,600396.SH,金山股份,公用事业,276703018.00 ,,,494368679.58 ,,11757872.58 ,46.40 ,18.39 ,1.84 ,4.68 ,6.88 ,4.41 ,2.16 ,,151.00 ,1.00 ,0.00 ,0.00 ,1.00 
9246,600452.SH,涪陵电力,公用事业,77002072.53 ,,,396725409.01 ,,2911359.51 ,9.61 ,0.16 ,5.29 ,-14.73 ,-14.79 ,12.32 ,5.78 ,,,0.00 ,0.00 ,0.00 ,0.00 
9247,600452.SH,涪陵电力,公用事业,79192532.99 ,,,348720120.77 ,,655526.98 ,11.15 ,-1.48 ,4.29 ,2.46 ,2.61 ,8.17 ,1.20 ,,,0.00 ,0.00 ,0.00 ,0.00 
9248,600452.SH,涪陵电力,公用事业,81415640.15 ,,,226423786.08 ,,756038.98 ,13.91 ,-0.22 ,3.10 ,6.45 ,0.07 ,8.15 ,1.91 ,,14.00 ,0.00 ,0.00 ,0.00 ,0.00 
9249,600452.SH,涪陵电力,公用事业,83703490.73 ,,,167946400.09 ,,982946.98 ,47.63 ,-3.05 ,1.44 ,9.98 ,151.82 ,3.51 ,0.81 ,,,0.00 ,0.00 ,0.00 ,0.00 
9250,600452.SH,涪陵电力,公用事业,86024177.29 ,49668.38 ,,186103573.96 ,,79275.96 ,48.49 ,-7.69 ,1.30 ,-23.54 ,-161.84 ,-7.44 ,,,,0.00 ,0.00 ,0.00 ,0.00 
9251,600461.SH,洪城水业,公用事业,3492365616.16 ,61159455.04 ,1.14 ,580841946.26 ,368.00 ,26287725.38 ,86.80 ,-19.23 ,0.81 ,-19.40 ,41.56 ,-6.42 ,1.74 ,6.43 ,878.00 ,2.00 ,2.00 ,0.00 ,0.00 
9252,600461.SH,洪城水业,公用事业,3382377519.24 ,28651172.93 ,0.65 ,418062514.74 ,268.00 ,16806707.93 ,86.62 ,-19.94 ,0.82 ,-27.04 ,-1272.89 ,-26.36 ,0.64 ,5.00 ,728.00 ,3.00 ,0.00 ,3.00 ,0.00 
9253,600461.SH,洪城水业,公用事业,2492897632.96 ,23198549.11 ,0.65 ,349076685.63 ,214.00 ,21201710.68 ,92.19 ,-5.81 ,0.80 ,7.36 ,-34.70 ,1.64 ,0.98 ,11.00 ,576.00 ,1.00 ,0.00 ,1.00 ,0.00 
9254,600461.SH,洪城水业,公用事业,2565786046.44 ,,,290486544.09 ,,38834873.65 ,32.23 ,9.89 ,1.63 ,6.38 ,2.99 ,12.54 ,0.78 ,,502.00 ,1.00 ,0.00 ,1.00 ,0.00 
9255,600461.SH,洪城水业,公用事业,2472344632.30 ,,,193140542.26 ,,11022772.16 ,33.31 ,3.60 ,1.69 ,10.05 ,13.04 ,12.95 ,,,475.00 ,0.00 ,0.00 ,0.00 ,0.00 
9256,600483.SH,福能股份,公用事业,372081079.03 ,13919505.71 ,0.14 ,1319620999.23 ,254.00 ,6414869.72 ,72.29 ,9.54 ,0.77 ,-5.58 ,-76.22 ,1.63 ,1.27 ,8.51 ,832.00 ,0.00 ,0.00 ,0.00 ,0.00 
9257,600483.SH,福能股份,公用事业,378829030.73 ,5843382.77 ,0.06 ,1082205669.50 ,188.00 ,19124401.17 ,74.47 ,3.41 ,0.68 ,22.74 ,15.88 ,5.61 ,1.05 ,5.50 ,846.00 ,0.00 ,0.00 ,0.00 ,0.00 
9258,600483.SH,福能股份,公用事业,360245878.67 ,34849174.99 ,0.51 ,849281658.83 ,186.00 ,9035908.88 ,79.63 ,2.29 ,0.63 ,22.61 ,1382.19 ,5.94 ,1.37 ,5.90 ,759.00 ,0.00 ,0.00 ,0.00 ,0.00 
9259,600483.SH,福能股份,公用事业,295499505.89 ,35108479.67 ,0.55 ,1069741806.14 ,178.00 ,5074599.32 ,49.52 ,10.39 ,0.71 ,84.59 ,155.12 ,7.27 ,1.07 ,5.92 ,783.00 ,0.00 ,0.00 ,0.00 ,0.00 
9260,600483.SH,福能股份,公用事业,259616110.95 ,34680540.00 ,0.49 ,1123764840.40 ,,7458698.77 ,36.36 ,-14.89 ,3.42 ,-81.06 ,108.51 ,5.26 ,,,532.00 ,0.00 ,0.00 ,0.00 ,0.00 
9261,600505.SH,西昌电力,公用事业,63545637.35 ,,,46133253.27 ,,5018508.11 ,51.49 ,9.05 ,1.03 ,10.22 ,149.15 ,16.90 ,1.49 ,,396.00 ,,,,
9262,600505.SH,西昌电力,公用事业,47069657.33 ,,,70683270.01 ,,5076377.28 ,49.73 ,8.46 ,1.14 ,21.44 ,44.67 ,10.52 ,0.71 ,,409.00 ,,,,
9263,600505.SH,西昌电力,公用事业,44134291.06 ,,,44588573.82 ,,7721646.92 ,51.97 ,15.46 ,1.05 ,24.06 ,129.36 ,8.83 ,1.11 ,,421.00 ,,,,
9264,600505.SH,西昌电力,公用事业,41086532.10 ,,,55872684.60 ,,5905715.21 ,35.65 ,17.92 ,1.31 ,11.64 ,104.90 ,10.67 ,1.04 ,,421.00 ,,,,
9265,600505.SH,西昌电力,公用事业,39037114.58 ,,,60974338.95 ,,3643302.97 ,35.83 ,1.67 ,1.52 ,4.61 ,-60.10 ,5.81 ,0.83 ,,338.00 ,,,,
9266,600509.SH,天富能源,公用事业,189553181.46 ,281888.97 ,0.01 ,-448355614.78 ,10.00 ,61119657.94 ,54.97 ,18.32 ,0.35 ,-6.74 ,-25.86 ,3.89 ,1.16 ,0.01 ,676.00 ,18.00 ,2.00 ,16.00 ,0.00 
9267,600509.SH,天富能源,公用事业,135051295.69 ,,,37296038.94 ,,58688515.33 ,56.01 ,54.32 ,0.42 ,0.84 ,1.20 ,15.28 ,0.73 ,,1001.00 ,13.00 ,4.00 ,9.00 ,0.00 
9268,600509.SH,天富能源,公用事业,122298353.74 ,,,167252281.81 ,,63705753.17 ,44.88 ,14.03 ,0.69 ,8.72 ,61.03 ,15.22 ,0.98 ,,1033.00 ,0.00 ,0.00 ,0.00 ,0.00 
9269,600509.SH,天富能源,公用事业,103578301.34 ,,,306967457.82 ,,57665979.75 ,26.16 ,7.02 ,1.61 ,-15.30 ,14.76 ,23.06 ,1.76 ,,1053.00 ,0.00 ,0.00 ,0.00 ,0.00 
9270,600509.SH,天富能源,公用事业,105786182.41 ,,,313052680.47 ,,55625495.89 ,23.61 ,-12.08 ,1.57 ,-28.48 ,-13.94 ,17.02 ,,,789.00 ,1.00 ,1.00 ,0.00 ,0.00 
9271,600578.SH,京能电力,公用事业,1803287077.80 ,54981566.42 ,0.30 ,1663346457.66 ,661.00 ,57967501.62 ,49.60 ,11.46 ,1.17 ,2.00 ,-19.43 ,14.64 ,2.00 ,14.78 ,855.00 ,6.00 ,5.00 ,1.00 ,0.00 
9272,600578.SH,京能电力,公用事业,1192583831.78 ,1996265.73 ,0.02 ,807925414.11 ,199.00 ,60057795.63 ,41.46 ,8.79 ,1.26 ,8.06 ,30.46 ,20.31 ,,5.04 ,870.00 ,0.00 ,0.00 ,0.00 ,0.00 
9273,600578.SH,京能电力,公用事业,821642373.29 ,,,260473270.87 ,,63482583.53 ,40.05 ,6.15 ,1.55 ,12.60 ,0.18 ,16.82 ,,,759.00 ,0.00 ,0.00 ,0.00 ,0.00 
9274,600578.SH,京能电力,公用事业,832971547.94 ,2458490.53 ,0.02 ,1850437141.00 ,,60221970.10 ,84.86 ,10.25 ,2.33 ,25.23 ,11.52 ,6.09 ,,,468.00 ,0.00 ,0.00 ,0.00 ,0.00 
9275,600578.SH,京能电力,公用事业,636589024.53 ,2126088.19 ,0.02 ,3190748789.10 ,0.00 ,53448450.34 ,84.22 ,23.73 ,2.16 ,-7.55 ,-29.75 ,6.83 ,,,478.00 ,0.00 ,0.00 ,0.00 ,0.00 
9276,600617.SH,国新能源,公用事业,764353597.21 ,9057587.10 ,,-62452879.82 ,,285379268.71 ,43.97 ,12.30 ,1.76 ,19.87 ,12.00 ,16.52 ,1.85 ,,871.00 ,,,,
9277,600617.SH,国新能源,公用事业,680511302.70 ,4045365.03 ,,24608464.19 ,,177046985.22 ,43.94 ,3.05 ,1.76 ,35.02 ,162.40 ,16.86 ,,,1031.00 ,,,,
9278,600617.SH,国新能源,公用事业,549304781.10 ,,,-76587032.05 ,,122674056.89 ,43.50 ,18.51 ,1.89 ,12.10 ,77.19 ,8.67 ,,,654.00 ,,,,
9279,600617.SH,国新能源,公用事业,335616052.04 ,,,350850078.98 ,,4893683.60 ,79.21 ,11.55 ,0.19 ,43.54 ,-821.37 ,-91.05 ,,,272.00 ,,,,
9280,600617.SH,国新能源,公用事业,233507106.19 ,,,536933195.42 ,,1854470.38 ,71.98 ,6.74 ,0.26 ,47.22 ,103.72 ,18.12 ,,,367.00 ,,,,
9281,600635.SH,大众公用,公用事业,1018420471.01 ,968309.21 ,0.02 ,633530848.78 ,,20634448.38 ,39.67 ,0.45 ,0.94 ,0.45 ,-21.64 ,8.93 ,0.87 ,,236.00 ,,,,
9282,600635.SH,大众公用,公用事业,1022822959.15 ,1077593.39 ,0.02 ,429327263.84 ,,15505894.21 ,38.73 ,-5.32 ,0.95 ,-8.25 ,-25.02 ,7.01 ,,,124.00 ,,,,
9283,600635.SH,大众公用,公用事业,655970532.07 ,,,555503481.50 ,,5468458.76 ,42.27 ,0.38 ,0.91 ,9.10 ,-32.05 ,8.57 ,,,845.00 ,,,,
9284,600635.SH,大众公用,公用事业,430916491.24 ,,,633812148.75 ,,13059605.65 ,11.46 ,-1.83 ,6.49 ,12.28 ,-82.99 ,6.40 ,,,1142.00 ,,,,
9285,600635.SH,大众公用,公用事业,264376694.15 ,,,533059784.61 ,,10460450.57 ,16.43 ,-61.42 ,4.29 ,-57.38 ,184.33 ,42.25 ,,,419.00 ,,,,
9286,600642.SH,申能股份,公用事业,276587166.44 ,16743338.36 ,0.04 ,2825975883.05 ,74.00 ,61137677.49 ,46.36 ,-58.93 ,3.67 ,-35.10 ,26.65 ,24.08 ,2.54 ,3.12 ,728.00 ,0.00 ,0.00 ,0.00 ,0.00 
9287,600642.SH,申能股份,公用事业,83228732.70 ,25361507.81 ,0.07 ,2367449125.95 ,51.00 ,156024026.31 ,62.99 ,-45.06 ,2.67 ,24.20 ,203.13 ,17.74 ,,2.00 ,716.00 ,0.00 ,0.00 ,0.00 ,0.00 
9288,600642.SH,申能股份,公用事业,58497774.88 ,,,2185274601.99 ,,102979989.15 ,82.58 ,-7.51 ,1.50 ,-25.22 ,-428.05 ,-21.37 ,,,687.00 ,19.00 ,9.00 ,10.00 ,0.00 
9289,600642.SH,申能股份,公用事业,50219540.75 ,,,3111429959.24 ,,164676194.14 ,61.18 ,-14.77 ,1.02 ,12.52 ,20.65 ,1.30 ,,,616.00 ,0.00 ,0.00 ,0.00 ,0.00 
9290,600642.SH,申能股份,公用事业,38632210.64 ,,,2624013795.30 ,,84439725.36 ,59.89 ,2.83 ,1.16 ,-0.20 ,-26.03 ,1.21 ,,,482.00 ,0.00 ,0.00 ,0.00 ,0.00 
9291,600644.SH,乐山电力,公用事业,196806447.16 ,,,98351219.39 ,,3300462.00 ,92.30 ,0.46 ,0.28 ,1.82 ,145.58 ,0.46 ,3.57 ,,417.00 ,,,,
9292,600644.SH,乐山电力,公用事业,167155842.83 ,,,84768837.06 ,,7950552.46 ,92.64 ,-1.01 ,0.29 ,7.98 ,26.84 ,-8.99 ,,,428.00 ,,,,
9293,600644.SH,乐山电力,公用事业,171683856.76 ,,,55512732.23 ,,3196477.90 ,89.27 ,-0.26 ,0.27 ,5.20 ,-799.47 ,-13.26 ,,,637.00 ,,,,
9294,600644.SH,乐山电力,公用事业,170880883.75 ,,,224806369.88 ,,6989814.60 ,53.94 ,-1.90 ,1.00 ,6.97 ,37.91 ,2.66 ,,,651.00 ,,,,
9295,600644.SH,乐山电力,公用事业,172310538.60 ,,,126648972.31 ,,20923480.32 ,56.35 ,10.73 ,0.96 ,-6.97 ,14.91 ,2.06 ,,,791.00 ,,,,
9296,600674.SH,川投能源,公用事业,32194181.58 ,18874725.18 ,2.25 ,2987713781.77 ,67.00 ,11955100.00 ,84.82 ,6.10 ,1.03 ,4.55 ,949.73 ,0.13 ,0.24 ,8.00 ,163.00 ,,,,
9297,600674.SH,川投能源,公用事业,31083492.26 ,18837906.93 ,2.18 ,3605518726.54 ,55.00 ,21900857.53 ,86.12 ,4.95 ,1.09 ,6.66 ,-82.53 ,0.06 ,,7.00 ,299.00 ,,,,
9298,600674.SH,川投能源,公用事业,31151269.83 ,22799526.96 ,2.85 ,3299566469.48 ,69.00 ,1001000.77 ,85.44 ,4.15 ,1.03 ,739.86 ,191.45 ,0.38 ,,8.00 ,285.00 ,,,,
9299,600674.SH,川投能源,公用事业,32215814.13 ,23640186.16 ,2.36 ,3550228336.08 ,75.00 ,,42.02 ,3.38 ,1.95 ,16.00 ,82.44 ,4.37 ,,8.10 ,208.00 ,,,,
9300,600674.SH,川投能源,公用事业,33349987.62 ,17388876.63 ,1.56 ,3919447467.00 ,49.00 ,519900.00 ,45.65 ,31.23 ,1.71 ,153.64 ,61.80 ,2.78 ,,5.00 ,208.00 ,,,,
